ID,Group,DurationDay2,TimeSpentWithContentOverall,TimePageRelSG,TimePageIrrelSG,TotalTimeWithRelTextContent,TotalTimeWithRelFullContent,TotalTimeWithIrrelTextContent,TotalTimeWithIrrelFullContent,NumberSG,TotalTimeSettingSG,NoteTakingDuration,NoteCheckingDuration,NoteCheckingNum,TimePaperNotes,TimeINF,FlagWorkedWithoutSubgoal,RatioPagesRelevantToInitialSubgoal1ReadWhenSubgoal1Active,RatioPagesRelevantToInitialSubgoal2ReadWhenSubgoal2Active,RatioPagesRelevantToInitialSubgoal1ReadAtAnytime,RatioPagesRelevantToInitialSubgoal2ReadAtAnytime,numPLAN,numMPTG,numJOL,numFOK,numCE,numINF,AVGNumSRLpePagetoSG0AnyTime,AVGNumSRLpePagetoSG1AnyTime,ImagesOpened_num,TimeFullView_total
MT208PN41005,Control,4982416,0.7863199299295763,0.6370501780662233,0.08839908189119496,0.5575249035809133,0.05756042851500156,0.0006053288203955672,0.012312701307959834,1.204235053837335e-06,0.0002593119482596395,0.0,0.0,0.0,0.0010161736795964045,0.0,1,0.7777777777777778,0.15,1.0,0.7,2.007058423062225e-06,1.204235053837335e-06,2.0070584230622253e-07,0.0,0.0,0.0,0.3333333333333333,0.45,1.403800806280792e-06,0.0
MT208PN41008,Feedback,4599345,0.8903289490133921,0.40374401137553284,0.3216260141389698,0.40374401137553284,0.0,0.0,0.0,6.522667901625123e-07,0.00018263470124550344,0.0,0.0,0.0,0.0,0.0,1,1.0,0.2222222222222222,1.0,1.0,1.0871113169375205e-06,8.696890535500164e-07,1.0871113169375205e-06,0.0,0.0,0.0,0.7333333333333333,1.5555555555555556,0.0,0.0
MT208PN41009,Feedback,5031256,0.8378408890344677,0.2853625416794534,0.3266713122925965,0.2853625416794534,0.0,0.0,0.005223745323235391,3.9751505389509103e-07,0.0001415153591866524,0.0,0.03749361988338498,1.9875752694754552e-07,0.0,0.0,0,0.6363636363636364,0.0,0.7272727272727273,0.7142857142857143,3.9751505389509103e-07,5.962725808426365e-07,3.9751505389509103e-07,0.0,0.0,0.0,0.875,0.6,1.1849206055797437e-07,0.0
MT208PN41010,Control,4731337,0.9613682136782901,0.5947712031503991,0.17438791614294227,0.4697716522834877,0.1249995508669114,0.0,0.044146929292925026,4.227134951494683e-07,0.00012195284335062161,0.0,0.0,0.0,0.0033024491808552213,0.0,0,0.6428571428571429,0.5,0.9285714285714286,0.8,4.227134951494683e-07,2.1135674757473416e-07,2.1135674757473416e-07,2.1135674757473416e-07,0.0,0.0,0.14285714285714285,0.05555555555555555,1.7295250536837371e-06,0.0002634643165111559
MT208PN41011,Feedback,4562421,0.8809149791305976,0.5954415429878128,0.13923616430837926,0.37149421326966536,0.22394732971814746,0.0,0.05639505867608447,4.383637546819989e-07,0.0001529889503840176,0.07321485676135543,0.0,0.0,0.035802921299897573,0.0,0,0.5,0.4666666666666667,0.7142857142857143,0.6,4.383637546819989e-07,6.575456320229983e-07,4.383637546819989e-07,0.0,0.0,0.0,0.7,0.6666666666666666,2.7561319341982686e-06,0.06792288097858608
MT208PN41012,Control,4349119,0.923184902505542,0.5217629133624534,0.3066673963163574,0.4209266290483199,0.08707602620208829,0.01150462886851337,0.23599423239511266,4.5986325046520916e-07,0.0001250828041265369,0.16633276762489138,0.00038421574576368223,2.2993162523260458e-07,0.0,0.0,0,0.4,0.0,0.55,0.36363636363636365,4.5986325046520916e-07,0.0,2.2993162523260458e-07,1.1496581261630228e-06,2.2993162523260458e-07,0.0,0.9090909090909091,0.5,6.583872278144902e-07,0.02782196287617777
MT208PN41013,Feedback,4963209,0.8387089884790264,0.20855901897341014,0.3782653521139247,0.10087989443926298,0.08394246544926881,0.10955391965158026,0.1464020556055568,4.0296509778250324e-07,0.00015433563245069874,0.2279406327640041,0.015327180459255293,2.0148254889125162e-07,0.0,0.0,0,0.5555555555555556,0.0,0.5555555555555556,0.2,4.0296509778250324e-07,0.0,0.0,0.0,2.0148254889125162e-07,0.0,2.0,4.0,1.5050444575082304e-06,0.0
MT208PN41017,Control,4947375,0.9106999166224513,0.39719649308976984,0.3346995123676697,0.04975810404507441,0.34743838904469543,0.0,0.26742424012734023,4.0425478157608835e-07,0.00018919123777760933,0.0,0.06021556886227545,4.0425478157608835e-07,0.0,0.0,0,0.5714285714285714,0.0,0.5714285714285714,0.45,4.0425478157608835e-07,0.0,0.0,0.0,0.0,0.0,0.3,0.1,2.835441123752828e-06,0.0
MT208PN41018,Feedback,4767074,0.8781936256915668,0.6323165950434165,0.010321845224135392,0.35663490854138197,0.2663434635166142,0.0003408799611669548,0.004556044231744672,4.1954456759009827e-07,0.0001246047365742592,0.2684900632966889,0.0,0.0,0.0,0.0,0,0.47368421052631576,0.0,0.47368421052631576,0.0,4.1954456759009827e-07,2.0977228379504913e-07,0.0,0.0,0.0,0.0,1.5454545454545454,0.0,1.0621711537075464e-06,0.017666334105936397
MT208PN41019,Feedback,4393546,0.9602628491883322,0.482569204920126,0.30223127287161666,0.36413093205351665,0.0577449285838819,0.006387323587826325,0.020279063881429714,4.5521316949907887e-07,0.000129963359891987,0.21212751613389275,0.0,0.0,0.0,0.0,0,0.7333333333333333,0.0,0.8,0.9090909090909091,4.5521316949907887e-07,0.0,9.104263389981577e-07,0.0,0.0,0.0,1.1666666666666667,0.2,1.4409681000083096e-06,0.0
MT208PN41020,Control,4558988,0.9174312369324069,0.12312008717724196,0.6779570378338351,0.12312008717724196,0.0,0.0,0.28328216700723935,4.386938504773428e-07,0.00014433027680704579,0.28920234051943106,0.0008808972517585043,2.193469252386714e-07,0.0,0.0,1,0.4,0.0,0.8,0.8181818181818182,8.773877009546856e-07,4.386938504773428e-07,0.0,2.193469252386714e-07,0.0,0.0,1.2,0.5454545454545454,2.6585371727614413e-06,0.0
MT208PN41023,Control,4505066,0.9280976127763721,0.48322155546666795,0.33139447901540176,0.14517545358935918,0.33804610187730877,0.0,0.23288338062083885,4.439446614100659e-07,0.00013074170278526442,0.0,0.0,0.0,0.16210439536290921,0.0,0,0.6428571428571429,0.0,0.6428571428571429,0.7777777777777778,6.659169921150988e-07,0.0,2.2197233070503296e-07,0.0,0.0,0.0,0.08333333333333333,0.125,3.1837955117883063e-06,0.0
MT208PN41024,Feedback,4455082,0.9060279923018252,0.4338333166482682,0.29561453638788243,0.41174101845936845,0.0,0.03209144074115808,0.014881432036492257,6.733882788240486e-07,0.00018495731391700534,0.0,0.0,0.0,0.4018220091122902,0.0,1,0.8181818181818182,0.07142857142857142,0.9090909090909091,0.8571428571428571,8.978510384320648e-07,4.489255192160324e-07,8.978510384320648e-07,0.0,0.0,0.0,0.6,0.5833333333333334,4.779776574123819e-07,0.0011700893053455108
MT208PN41027,Control,4655851,0.8653262314451214,0.6813684544458145,0.09610552399550587,0.37966335262876755,0.29245910146179505,0.0019330515516926981,0.05448864235560803,8.591340229745325e-07,0.00019738604177839883,0.0,0.0,0.0,0.06264096509961337,0.0,1,0.2727272727272727,0.10526315789473684,0.8181818181818182,0.7894736842105263,1.2887010344617987e-06,6.443505172308994e-07,0.0,0.0,0.0,0.0,0.4444444444444444,0.4666666666666667,2.7283851643147227e-06,0.0
MT208PN41029,Control,4755256,0.8474847621242684,0.35839332309343597,0.41436696573223397,0.3016432764082523,0.05675004668518372,0.0,0.2629612369975455,4.2058724072899544e-07,0.00017433341128216863,0.0,0.0,0.0,0.38881481880260493,0.0,0,0.45454545454545453,0.0,0.5454545454545454,0.5,4.2058724072899544e-07,2.1029362036449772e-07,2.1029362036449772e-07,0.0,0.0,0.0,0.3333333333333333,0.1,9.169425772352195e-07,0.0
MT208PN41030,Feedback,4769696,0.941655401098938,0.3214682864484445,0.34408188697979913,0.24773905926079984,0.07372922718764466,0.0,0.03776467095596868,4.1931393531160055e-07,0.00014172811013532098,0.0,0.0,0.0,0.1791512498909784,0.0,0,0.8,0.0,0.8,0.18181818181818182,4.1931393531160055e-07,2.0965696765580027e-07,0.0,0.0,4.1931393531160055e-07,0.0,1.5,0.5,6.876153732644416e-07,0.0
MT208PN41033,Feedback,4394552,0.9345537383560372,0.7316393115839794,0.05377385453625307,0.5233441315519761,0.19721600745650525,0.006054997187426614,0.04679794436383959,4.55108962187727e-07,0.00014563486790007265,0.4070578752965035,0.0,0.0,0.0,0.0,0,0.8571428571428571,0.0,0.8571428571428571,0.5263157894736842,6.826634432815905e-07,6.826634432815905e-07,4.55108962187727e-07,2.275544810938635e-07,2.275544810938635e-07,0.0,2.0833333333333335,1.7,1.6373922759621644e-06,0.0
MT208PN41035,Feedback,4565636,0.9067739959996811,0.5105836295315702,0.21410116794242906,0.28194012838518007,0.22864350114639012,0.0,0.03298401361825603,4.380550705312469e-07,0.00012637888784826473,0.1989865157888189,0.0,0.0,0.0,0.0,1,0.2,0.4666666666666667,0.55,0.6666666666666666,6.570826057968703e-07,4.380550705312469e-07,8.761101410624938e-07,0.0,0.0,0.0,1.0,1.3636363636363635,1.3354451172120179e-06,0.0
MT208PN41037,Control,4936621,0.8784253439751604,0.41381240326125907,0.3016844922873358,0.41381240326125907,0.0,0.0,0.0,4.0513541549979224e-07,0.0001363280673156801,0.2033319957112365,0.0,0.0,0.002114401733493416,0.0,1,0.3,0.4,0.8,0.8,1.0128385387494807e-06,4.0513541549979224e-07,0.0,2.0256770774989612e-07,2.0256770774989612e-07,0.0,0.47368421052631576,0.3333333333333333,0.0,0.0
MT208PN41038,Feedback,4811394,0.8844206065851186,0.3131788832924512,0.38933456707141423,0.3131788832924512,0.0,0.0,0.0,4.156799463939141e-07,0.00013592734247080992,0.0,0.0,0.0,0.0,0.0,1,0.8,0.3,0.8,1.0,6.235199195908712e-07,4.156799463939141e-07,2.0783997319695705e-07,0.0,0.0,0.0,0.5,0.35,0.0,0.0
MT208PN41039,Feedback,5106630,0.8448624631116803,0.5736348629135065,0.00814529347142832,0.13811711441792338,0.3919808170946397,0.0014228561693328085,0.0,3.916477207081774e-07,0.0001509801963330024,0.0,0.0,0.0,0.0,0.0,0,0.5,0.09090909090909091,0.6428571428571429,0.36363636363636365,5.874715810622662e-07,0.0,1.958238603540887e-07,0.0,0.0,0.0,0.9,1.5,1.1820972164631468e-06,0.0
MT208PN41040,Feedback,4623211,0.9034740140564642,0.2529510333835077,0.4755675222264353,0.07431047382436147,0.12919029652767308,0.0017507312558306337,0.2693115239602951,4.325997666989458e-07,0.00014513722172749632,0.0,0.0,0.0,0.257515826121715,0.0,0,0.45454545454545453,0.0,0.45454545454545453,0.55,4.325997666989458e-07,0.0,4.325997666989458e-07,0.0,0.0,0.0,0.5,0.3333333333333333,1.7797090917180497e-06,0.0
MT208PN41041,Control,4541810,0.9317670708373974,0.2770749987339849,0.48587611546938336,0.20628868226544042,0.021894354893753812,0.0020091109051237283,0.19422124659552029,4.403530750956117e-07,0.00014685775054438648,0.0,0.0,0.0,0.0,0.0024807290485511285,0,0.7777777777777778,0.09090909090909091,0.7777777777777778,0.45454545454545453,6.605296126434175e-07,4.403530750956117e-07,8.807061501912234e-07,0.0,2.2017653754780584e-07,2.2017653754780584e-07,0.42857142857142855,1.4,4.1491354169922584e-07,0.05853157671848199
MT208PN41042,Control,4560571,0.9546425217368615,0.2856173053768925,0.5077151523350913,0.2788815260194392,0.0067357793574532665,0.0,0.02262918393332765,4.385415773595017e-07,0.00012016039219650347,0.0655012278067812,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,4.385415773595017e-07,2.1927078867975085e-07,0.0,0.0,0.0,0.0,0.18181818181818182,0.14285714285714285,3.0639543570014566e-06,0.0
MT208PN41043,Feedback,4541309,0.9556220464187749,0.7316196717730504,0.09497305732774405,0.19691216783530915,0.5222765066195671,0.012454999208378024,0.00439036409986636,4.4040165511750027e-07,0.00012947808660454508,0.0503447354055846,0.0,0.0,0.0044040165511750025,0.009100680002175584,0,0.21052631578947367,0.21428571428571427,0.42105263157894735,0.5,6.606024826762504e-07,2.2020082755875014e-07,8.808033102350005e-07,4.4040165511750027e-07,0.0,2.2020082755875014e-07,1.4444444444444444,1.75,9.106819808972312e-07,0.13115186547891475
MT208PN41045,Feedback,4490695,0.9800923910441479,0.5432105720829404,0.2614439413052991,0.4182904873299122,0.08752765440538714,0.01650969393378976,0.0,4.45365361040997e-07,0.00010844646541348276,0.28080263745366807,0.0,0.0,0.012536366865262504,0.0,0,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.5555555555555556,6.680480415614955e-07,0.0,2.0041441246844865e-06,4.45365361040997e-07,0.0,0.0,2.0,2.4,1.5482910427956934e-07,0.0
MT208PN41049,Control,4440055,0.9300664068350505,0.5055090533788433,0.3187433488999573,0.2374650764461251,0.2680439769327182,0.0,0.1499740431143308,4.5044487061534147e-07,0.00011869222340714248,0.0,0.0,0.0,0.0,0.0,1,0.8888888888888888,0.0,0.8888888888888888,0.5714285714285714,9.008897412306829e-07,4.5044487061534147e-07,2.0270019177690368e-06,2.2522243530767074e-07,0.0,0.0,0.875,1.0,3.802354314090713e-06,0.040539664691113156
MT208PN41050,Feedback,4430231,0.9275110033765733,0.35559929042074784,0.3189560544359876,0.27852791423291473,0.0770713761878331,0.0,0.07577776418430551,4.514437283292903e-07,0.0001440105493370436,0.038394611928813646,0.0,0.0,0.0,0.0,0,0.8181818181818182,0.0,0.9090909090909091,0.8421052631578947,6.771655924939354e-07,0.0,1.1286093208232256e-06,0.0,0.0,0.0,1.1818181818181819,0.5882352941176471,1.269776571701664e-06,0.0
MT208PN41051,Control,4638685,0.8690684967830322,0.6500965252005687,0.13189427607177465,0.44369277068824464,0.1754469208407124,0.06967125381438921,0.021296121637921092,6.467350121855655e-07,0.00017504960996489306,0.22050020641625806,0.0,0.0,0.0,0.0,1,0.2,0.36363636363636365,0.6,0.45454545454545453,8.623133495807541e-07,6.467350121855655e-07,1.9402050365566964e-06,0.0,6.467350121855655e-07,0.0,1.5,1.6666666666666667,1.7144213539595885e-06,0.005785081074206546
MT208PN41052,Control,4731482,0.8343924799882997,0.4465590273829637,0.3187576323866391,0.37835185677553035,0.0,0.05222761071478239,0.0,6.340508111412027e-07,0.00019148334496464322,0.0,0.0,0.0,0.002183036942759161,0.0,1,0.5454545454545454,0.75,1.0,1.0,1.0567513519020046e-06,6.340508111412027e-07,0.0,2.113502703804009e-07,0.0,0.0,0.45454545454545453,0.25,0.0,0.0
MT208PN41053,Feedback,4603648,0.9112275743062893,0.4141554697492076,0.24841821094922983,0.35249132861591503,0.061664141133292556,0.0,0.0,4.344380804092754e-07,0.00014727450925874436,0.08153121176944893,0.0,0.0,0.0,0.0,0,0.8571428571428571,0.0,0.8571428571428571,0.8181818181818182,4.344380804092754e-07,0.0,2.172190402046377e-07,0.0,0.0,0.0,0.35714285714285715,0.36363636363636365,3.088783053453553e-07,0.0
MT208PN41054,Control,4366165,0.9402180174134509,0.7405553844163013,0.09369801645150835,0.3016880947009561,0.38014046651924516,0.045482706219302296,0.0,4.580678925326917e-07,0.00011566214286450467,0.3259634026657261,0.024417309011455134,2.2903394626634586e-07,0.0,0.0,0,0.21428571428571427,0.2631578947368421,0.5,0.42105263157894735,6.871018387990376e-07,2.2903394626634586e-07,0.0,0.0,0.0,0.0,1.2222222222222223,1.375,1.134876689973251e-06,0.008268387312662258
MT208PN41058,Feedback,5437793,0.8107949309582031,0.3738489126011233,0.14370113021955783,0.3332554218227873,0.04059349077833599,0.0,0.0,3.677962732307022e-07,0.00020044896891073272,0.019427734744592154,0.06889339112393576,1.838981366153511e-07,0.13647761141330683,0.0,0,0.3,0.0,0.3,0.1111111111111111,3.677962732307022e-07,1.838981366153511e-07,1.838981366153511e-07,0.0,0.0,0.0,1.0,0.0,1.2943948302905993e-07,0.0
MT208PN41059,Feedback,5290269,0.6957101803329849,0.4030692957201231,0.09898116712023529,0.3394515477379317,0.04220144571098369,0.09898116712023529,0.0,3.780526094230747e-07,0.00027956990466836373,0.0,0.0,0.0,0.20855234393562974,0.0,0,0.2,0.26666666666666666,0.3,0.4666666666666667,3.780526094230747e-07,3.780526094230747e-07,3.780526094230747e-07,0.0,0.0,0.0,1.0,1.5714285714285714,2.8359083854124276e-07,0.0
MT208PN41060,Control,4291658,0.9101911196092513,0.40578746023098766,0.43913820719171937,0.17681860949777453,0.22896885073321313,0.0,0.18830904046874192,4.660203585653843e-07,0.0001367769752389403,0.0,0.0,0.0,0.08969983162684445,0.0,1,0.4,0.7777777777777778,0.8666666666666667,0.8888888888888888,6.990305378480764e-07,4.660203585653843e-07,4.194183227088459e-06,9.320407171307686e-07,0.0,0.0,1.1428571428571428,1.0,2.9814217671615608e-06,0.0
MT208PN41061,Control,4242542,0.9572701932002088,0.7339092930606226,0.1178069657295084,0.6952973005335009,0.00443059844781737,0.05414560421558585,0.006489741291895283,4.7141548628157366e-07,0.00010465423795450935,0.54875826803836,0.0,0.0,0.0,0.0025779355867307854,0,0.5333333333333333,0.0,0.8666666666666667,0.8888888888888888,4.7141548628157366e-07,4.7141548628157366e-07,0.0,0.0,4.7141548628157366e-07,2.3570774314078683e-07,1.8461538461538463,2.25,5.068855330813774e-07,0.0
MT208PN41064,Feedback,4575802,0.8588190660347629,0.3256677190140657,0.25585503918220237,0.3229838179186949,0.0026839010953708226,0.0,0.06880345784192585,4.3708184925833767e-07,9.266135204276759e-05,0.0,0.0,0.0,0.21096476639504944,0.0,0,0.5333333333333333,0.0,0.5333333333333333,0.42857142857142855,4.3708184925833767e-07,0.0,2.1854092462916883e-07,0.0,0.0,0.0,0.75,0.0,4.87501992664395e-07,0.0
MT208PN41068,Control,4532206,0.8708399397556069,0.5087451894287242,0.2904027310320846,0.4411602208725729,0.06758496855615125,0.0,0.0009721535164112134,4.4128620808498113e-07,0.00013922579865081154,0.0,0.0,0.0,0.08092703641449661,0.0,1,0.6428571428571429,0.7777777777777778,0.8571428571428571,1.0,6.619293121274717e-07,4.4128620808498113e-07,0.0,0.0,0.0,0.0,0.08333333333333333,0.1111111111111111,6.518359856811189e-07,0.0
MT208PN41070,Control,4355443,0.9575526530825912,0.5290970401862681,0.3057902491204683,0.14470927526775118,0.3843877649185169,0.0,0.09009026177130547,4.5919553992555984e-07,0.0001382178575175935,0.0,0.0,0.0,0.2552741477732575,0.0,1,0.2,0.2631578947368421,0.5,0.5789473684210527,9.183910798511197e-07,4.5919553992555984e-07,0.0,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,1.4032264854321704e-06,0.25335877850693583
MT208PN41072,Feedback,4669549,0.8457598367636789,0.42546036030460327,0.19649713494815024,0.32691122847195736,0.09854913183264594,0.0,0.1121941326667736,4.283068878814635e-07,0.0001693953741571188,0.19141463126310485,0.0,0.0,0.2206622095624224,0.0,0,0.55,0.0,0.55,0.6428571428571429,4.283068878814635e-07,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.5555555555555556,5.954974733786576e-07,0.0
MT208PN41076,Control,4536823,0.9059039772986515,0.301181245113596,0.49694532936374197,0.2651115108524181,0.03606973426117792,0.0,0.07586718723653094,4.408371232468183e-07,0.00013621867108326685,0.0,0.0,0.0,0.0,0.0,0,0.9333333333333333,0.0,1.0,1.0,4.408371232468183e-07,0.0,1.322511369740455e-06,4.408371232468183e-07,0.0,0.0,0.13333333333333333,0.1111111111111111,2.068363857705431e-06,0.0
MT208PN41080,Feedback,4664844,0.8680260261650765,0.6713881536017067,0.025929484458644275,0.30931752487328623,0.3330600122962311,0.019926925744998117,0.0060025587136461585,4.2873888172894954e-07,0.0001811421775304812,0.03798069131572245,0.00461237288964004,2.1436944086447477e-07,0.18100069369951063,0.0,0,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.3333333333333333,6.431083225934243e-07,0.0,2.1436944086447477e-07,0.0,0.0,0.0,1.8,1.1666666666666667,1.3552839131564186e-06,0.06877433393442685
MT208PN41081,Control,4381412,0.9045132025931366,0.4275909227436269,0.4010996911497937,0.23470127894843032,0.19288964379519663,0.0,0.1840484300494909,6.84710773604491e-07,0.00015291873943833631,0.0,0.0,0.0,0.0,0.0,1,0.15,0.15789473684210525,1.0,1.0,9.129476981393213e-07,6.84710773604491e-07,0.0,0.0,0.0,0.0,0.05,0.05263157894736842,4.9548730664035e-06,0.0
MT208PN41082,Control,4595980,0.9009140596782406,0.6811311189343731,0.1142552839655525,0.16334252977602165,0.4942079817579711,0.0006120566233969686,0.11251115104939534,4.351629032328252e-07,0.00013925212903450406,0.0,0.0,0.0,0.271897832453579,0.0,0,0.42105263157894735,0.5555555555555556,0.47368421052631576,0.5555555555555556,4.351629032328252e-07,2.175814516164126e-07,2.175814516164126e-07,0.0,2.175814516164126e-07,0.0,0.2222222222222222,0.4,2.0144919451314378e-06,0.0
MT208PN41084,Control,4325354,0.9503582828133836,0.627607127647818,0.2110641117466917,0.5620901780524785,0.005938704670184221,0.027827317717809916,0.032577680347088356,4.623898991851303e-07,0.000131318731368577,0.30376681307472175,0.0307602568483412,2.3119494959256514e-07,0.0,0.0,0,0.6,0.0,0.65,0.5454545454545454,4.623898991851303e-07,0.0,2.3119494959256514e-07,4.623898991851303e-07,0.0,0.0,1.2307692307692308,0.8333333333333334,8.15240962401739e-07,0.0
MT208PN41085,Feedback,4544417,0.8857888701675044,0.4541451631749463,0.1613588717760716,0.2743705078121132,0.15928225776815816,0.018941703633271332,0.06697360739562412,4.401004573303902e-07,0.0001617369180689184,0.17533250139676881,0.0012723304221421582,2.200502286651951e-07,0.0,0.0,0,0.4,0.0,0.4,0.2857142857142857,4.401004573303902e-07,0.0,2.200502286651951e-07,0.0,0.0,0.0,1.5,1.75,6.309687673615e-07,0.0
MT208PN41086,Control,4393215,0.8974379810685341,0.2270731116050546,0.60543041940811,0.11427963348026446,0.11279347812479015,0.0,0.17356241385864338,4.5524746683237676e-07,0.00012109582617741221,0.0,0.0,0.0,0.0,0.0,1,0.6,0.05263157894736842,0.9333333333333333,0.7894736842105263,9.104949336647535e-07,4.5524746683237676e-07,0.0,2.2762373341618838e-07,0.0,0.0,0.13333333333333333,0.05263157894736842,3.251109355512059e-06,0.15034720992361775
MT208PN41087,Control,4468684,0.9187700450512948,0.7763941240866439,0.04484787915189349,0.748235945974251,0.0,0.010423426673266671,0.0,4.4755905765545293e-07,0.0001429951189209172,0.2940982177303206,0.10632033950039878,6.713385864831794e-07,0.15605824891623574,0.0,0,0.2631578947368421,0.0,0.5789473684210527,0.5,4.4755905765545293e-07,2.2377952882772646e-07,0.0,8.951181153109059e-07,4.4755905765545293e-07,0.0,1.1176470588235294,1.1176470588235294,0.0,0.0
MT208PN41088,Feedback,4427671,0.9355869033629645,0.2699907016578242,0.4997367690598511,0.05685946403876892,0.21313123761905525,0.0,0.0,4.5170474500024957e-07,0.00013167193316757276,0.4338707641105222,0.00124918947229819,2.2585237250012478e-07,0.0011683343229431456,0.0,0,0.2,0.0,0.2,0.3157894736842105,4.5170474500024957e-07,0.0,2.2585237250012478e-07,2.2585237250012478e-07,0.0,0.0,6.0,1.6666666666666667,3.096218711935861e-07,0.00506293683775752
MT208PN41091,Feedback,4631379,1.0097368407983887,0.5153801923789869,0.25108590767458244,0.3393671733624046,0.1760130190165823,0.0,0.02882316476366974,4.3183682441018105e-07,0.00013840370222346302,0.0,0.0,0.0,0.2048970727724939,0.0,0,0.65,0.0,0.65,0.6842105263157895,4.3183682441018105e-07,0.0,6.477552366152716e-07,2.1591841220509053e-07,0.0,0.0,0.46153846153846156,0.38461538461538464,1.7591027818045446e-06,0.0
