RawPID;date;StartTime;eventType;logTime;surveyTime;logSecs;surveySecs;logEventNum;surveyEventNum;experGroup;eventDurMillis;eventDurTime;Q18-emotionLabel1;Q19-emotionLabel2;Q1-enjoying myself;Q2-hopeful;Q3-proud;Q4-frustrated;Q5-anxious;Q6-ashamed;Q7-hopeless;Q8-bored;Q9-surprised;Q10-contempt;Q11-confused;Q12-curious;Q13-sad;Q14-eureka;Q15-neutral;Q16-task is valuable;Q17-can do well on this task;Full-date-time
MT430PN56102;06/03/2014;10:18:03;EIVStart;10:25:43;10:25:43;37543;37543;1;1;hyper3;145570;00:02:25;Neutral;Neutral;4;4;4;1;1;1;1;2;1;5;1;5;1;1;5;5;5;03/06/2014 10:25
MT430PN56102;06/03/2014;10:18:03;EIVDuring;10:33:33;10:33:34;38013;38014;2;2;hyper3;58059;00:00:58;Neutral;Neutral;3;4;4;1;1;1;1;2;1;5;1;5;1;1;5;5;5;03/06/2014 10:33
MT430PN56102;06/03/2014;10:18:03;EIVDuring;11:32:14;11:32:14;41534;41534;3;3;hyper3;71190;00:01:11;Boredom;Neutral;3;3;3;2;1;1;1;3;1;4;1;5;1;1;5;5;5;03/06/2014 11:32
MT430PN56102;06/03/2014;10:18:03;EIVDuring;11:50:07;11:50:07;42607;42607;4;4;hyper3;47245;00:00:47;Curiosity;Neutral;3;4;4;2;1;1;1;2;1;5;1;5;1;1;5;5;5;03/06/2014 11:50
MT430PN56102;06/03/2014;10:18:03;EIVDuring;12:06:50;12:06:48;43610;43608;5;5;hyper3;49520;00:00:49;Boredom;Neutral;3;4;4;2;1;1;1;3;1;5;1;5;1;1;5;5;5;03/06/2014 12:06
MT430PN56102;06/03/2014;10:18:03;EIVEnd;12:39:07;12:39:07;45547;45547;6;6;hyper3;51949;00:00:51;Neutral;Neutral;4;4;4;1;1;1;1;2;1;5;1;5;1;1;5;5;5;03/06/2014 12:39
MT430PN56104;28/03/2014;13:26:04;EIVStart;13:31:33;13:31:33;48693;48693;1;1;control2;83083;00:01:23;Contempt;Neutral;1;2;1;1;2;1;1;2;1;3;1;4;1;1;5;1;3;3/28/2014 13:31:00
MT430PN56104;28/03/2014;13:26:04;EIVDuring;13:37:54;13:37:55;49074;49075;2;2;control2;66869;00:01:06;Neutral;Neutral;1;1;1;3;2;2;1;3;1;2;1;3;1;1;3;1;3;3/28/2014 13:37:00
MT430PN56104;28/03/2014;13:26:04;EIVDuring;14:01:06;14:01:07;50466;50467;3;3;control2;54395;00:00:54;Boredom;Anger;1;1;1;4;4;1;1;5;1;1;2;1;1;1;2;1;1;3/28/2014 14:01:00
MT430PN56104;28/03/2014;13:26:04;EIVDuring;14:16:22;14:16:22;51382;51382;4;4;control2;40521;00:00:40;Frustration;Anger;1;1;1;5;5;1;3;5;1;1;3;1;1;1;1;1;1;3/28/2014 14:16:00
MT430PN56104;28/03/2014;13:26:04;EIVDuring;14:32:26;14:32:26;52346;52346;5;5;control2;39668;00:00:39;Boredom;Surprise;1;1;1;4;3;1;2;5;4;1;3;1;1;1;1;1;1;3/28/2014 14:32:00
MT430PN56104;28/03/2014;13:26:04;EIVDuring;14:48:09;14:48:09;53289;53289;6;6;control2;42582;00:00:42;Surprise;Surprise;1;1;1;5;5;1;1;5;5;1;1;1;1;1;2;1;1;3/28/2014 14:48:00
MT430PN56104;28/03/2014;13:26:04;EIVDuring;15:03:38;15:03:39;54218;54219;7;7;control2;54389;00:00:54;Boredom;Neutral;1;1;1;4;4;1;1;5;1;1;3;2;1;1;1;1;1;3/28/2014 15:03:00
MT430PN56104;28/03/2014;13:26:04;EIVEnd;15:22:30;15:22:31;55350;55351;8;8;control2;36307;00:00:36;Boredom;Anger;1;1;1;3;1;2;2;5;1;1;1;1;1;1;1;1;1;3/28/2014 15:22:00
MT430PN56106;04/04/2014;13:41:07;EIVStart;13:45:36;13:45:39;49536;49539;1;1;control2;58481;00:00:58;Boredom;Neutral;3;4;2;2;1;1;1;4;2;1;1;3;1;1;5;3;4;04/04/2014 13:45
MT430PN56106;04/04/2014;13:41:07;EIVDuring;13:53:25;13:53:22;50005;50002;2;2;control2;61638;00:01:01;Boredom;Neutral;2;3;1;2;1;1;1;4;1;2;1;2;1;1;4;3;4;04/04/2014 13:53
MT430PN56106;04/04/2014;13:41:07;EIVDuring;14:14:25;14:14:28;51265;51268;3;3;control2;48527;00:00:48;Boredom;Neutral;2;3;1;1;1;3;1;4;1;3;1;1;3;1;5;3;4;04/04/2014 14:14
MT430PN56106;04/04/2014;13:41:07;EIVDuring;14:29:59;14:30:01;52199;52201;4;4;control2;38890;00:00:38;Boredom;Neutral;2;3;1;2;1;1;1;5;1;1;1;1;3;1;2;2;3;04/04/2014 14:30
MT430PN56106;04/04/2014;13:41:07;EIVDuring;14:46:12;14:46:15;53172;53175;5;5;control2;49466;00:00:49;Boredom;Neutral;2;3;1;1;1;1;1;5;1;1;1;1;3;1;3;2;3;04/04/2014 14:46
MT430PN56106;04/04/2014;13:41:07;EIVDuring;15:17:20;15:17:23;55040;55043;6;6;control2;60179;00:01:00;Boredom;Sadness;2;1;1;4;1;1;1;5;1;1;1;1;4;1;2;1;2;04/04/2014 15:17
MT430PN56106;04/04/2014;13:41:07;EIVEnd;15:35:49;15:35:52;56149;56152;7;7;control2;42094;00:00:42;Boredom;Neutral;4;3;1;1;1;1;1;5;1;1;1;1;1;2;3;3;3;04/04/2014 15:35
MT430PN56109;23/04/2014;10:08:20;EIVStart;10:13:01;10:13:02;36781;36782;1;1;hyper3;91579;00:01:31;Neutral;Neutral;2;2;1;1;1;1;1;3;1;1;1;3;1;1;5;3;4;4/23/2014 10:13:00
MT430PN56109;23/04/2014;10:08:20;EIVDuring;10:19:57;10:19:58;37197;37198;2;2;hyper3;40983;00:00:40;Neutral;Neutral;3;3;1;1;1;1;1;2;3;1;1;4;1;1;5;4;4;4/23/2014 10:19:00
MT430PN56109;23/04/2014;10:08:20;EIVDuring;10:44:41;10:44:43;38681;38683;3;3;hyper3;54264;00:00:54;Neutral;Neutral;3;3;2;2;1;1;1;2;1;1;1;4;1;1;5;3;4;4/23/2014 10:44:00
MT430PN56109;23/04/2014;10:08:20;EIVDuring;11:00:59;11:01:00;39659;39660;4;4;hyper3;35460;00:00:35;Neutral;Neutral;4;3;1;1;1;1;1;3;1;1;1;3;1;1;5;4;4;4/23/2014 11:01:00
MT430PN56109;23/04/2014;10:08:20;EIVDuring;11:16:56;11:16:58;40616;40618;5;5;hyper3;33517;00:00:33;Neutral;Neutral;2;1;1;1;1;1;1;3;1;1;1;1;1;1;4;4;4;4/23/2014 11:16:00
MT430PN56109;23/04/2014;10:08:20;EIVDuring;11:32:48;11:32:49;41568;41569;6;6;hyper3;25663;00:00:25;Neutral;Neutral;3;1;1;1;1;1;1;4;1;1;1;3;1;1;4;3;3;4/23/2014 11:32:00
MT430PN56109;23/04/2014;10:08:20;EIVDuring;11:48:24;11:48:26;42504;42506;7;7;hyper3;26516;00:00:26;Neutral;Neutral;2;1;1;1;1;1;1;4;1;1;1;1;1;1;4;4;4;4/23/2014 11:48:00
MT430PN56109;23/04/2014;10:08:20;EIVEnd;12:25:23;12:25:25;44723;44725;8;8;hyper3;30306;00:00:30;Neutral;Neutral;3;1;1;1;1;1;1;4;1;1;1;3;1;1;5;4;4;4/23/2014 12:25:00
MT430PN56111;25/04/2014;13:04:28;EIVStart;13:11:21;13:11:23;47481;47483;1;1;hyper3;87608;00:01:27;Curiosity;Happiness;4;4;3;1;4;1;1;1;2;1;2;5;1;2;2;4;4;4/25/2014 13:11:00
MT430PN56111;25/04/2014;13:04:28;EIVDuring;13:19:53;13:19:56;47993;47996;2;2;hyper3;39747;00:00:39;Curiosity;Happiness;4;4;3;2;4;1;1;1;1;1;2;5;1;1;1;4;4;4/25/2014 13:19:00
MT430PN56111;25/04/2014;13:04:28;EIVDuring;13:42:30;13:42:32;49350;49352;3;3;hyper3;37969;00:00:37;Curiosity;Happiness;4;4;3;1;4;1;1;1;3;1;1;5;1;1;1;4;4;4/25/2014 13:42:00
MT430PN56111;25/04/2014;13:04:28;EIVDuring;13:58:12;13:58:14;50292;50294;4;4;hyper3;42125;00:00:42;Curiosity;Happiness;4;4;1;1;3;3;1;1;1;1;1;5;1;1;1;4;4;4/25/2014 13:58:00
MT430PN56111;25/04/2014;13:04:28;EIVDuring;14:29:15;14:29:18;52155;52158;5;5;hyper3;43892;00:00:43;Curiosity;Happiness;4;4;1;2;4;1;1;1;1;3;1;5;1;1;1;4;3;4/25/2014 14:29:00
MT430PN56111;25/04/2014;13:04:28;EIVEnd;15:11:10;15:11:12;54670;54672;6;6;hyper3;42324;00:00:42;Anxiety;Happiness;3;4;1;3;5;2;1;1;3;1;3;5;1;1;1;4;3;4/25/2014 15:11:00
MT430PN56113;28/04/2014;14:05:01;EIVStart;14:12:51;14:12:54;51171;51174;1;1;hyper3;185501;00:03:05;Neutral;Neutral;3;5;4;1;3;1;1;3;1;1;1;2;1;1;4;5;4;4/28/2014 14:12:00
MT430PN56113;28/04/2014;14:05:01;EIVDuring;14:21:59;14:22:02;51719;51722;2;2;hyper3;92262;00:01:32;Hope;Neutral;3;4;4;1;2;1;1;3;1;1;1;4;1;1;3;5;4;4/28/2014 14:22:00
MT430PN56113;28/04/2014;14:05:01;EIVDuring;14:46:06;14:46:09;53166;53169;3;3;hyper3;90296;00:01:30;Confusion;Neutral;3;4;3;2;2;1;1;2;1;1;5;4;1;1;2;5;4;4/28/2014 14:46:00
MT430PN56113;28/04/2014;14:05:01;EIVDuring;15:17:18;15:17:21;55038;55041;4;4;hyper3;71938;00:01:11;Curiosity;Neutral;3;4;4;1;1;1;1;3;1;1;1;4;1;1;2;5;4;4/28/2014 15:17:00
MT430PN56113;28/04/2014;14:05:01;EIVDuring;15:35:02;15:35:05;56102;56105;5;5;hyper3;78635;00:01:18;Curiosity;Neutral;3;4;4;1;1;1;1;3;1;1;1;4;1;1;3;5;4;4/28/2014 15:35:00
MT430PN56113;28/04/2014;14:05:01;EIVDuring;15:51:58;15:52:01;57118;57121;6;6;hyper3;50992;00:00:50;Curiosity;Neutral;2;4;4;1;1;1;1;3;1;1;1;3;1;1;3;5;4;4/28/2014 15:52:00
MT430PN56113;28/04/2014;14:05:01;EIVEnd;16:36:36;16:36:39;59796;59799;7;7;hyper3;39695;00:00:39;Hope;Neutral;3;4;4;1;2;1;1;2;1;1;1;3;1;1;2;5;4;4/28/2014 16:36:00
MT430PN56116;29/04/2014;14:35:53;EIVStart;14:42:04;14:42:07;52924;52927;1;1;control2;136375;00:02:16;Neutral;Neutral;2;4;2;1;3;1;1;4;2;1;1;5;1;1;5;3;4;4/29/2014 14:42:00
MT430PN56116;29/04/2014;14:35:53;EIVDuring;14:49:46;14:49:50;53386;53390;2;2;control2;49527;00:00:49;Curiosity;Neutral;3;4;2;2;3;1;1;3;1;1;2;5;1;1;5;3;3;4/29/2014 14:49:00
MT430PN56116;29/04/2014;14:35:53;EIVDuring;15:11:04;15:11:08;54664;54668;3;3;control2;47515;00:00:47;Neutral;Neutral;4;4;1;3;1;1;1;2;1;1;2;3;1;1;3;3;3;4/29/2014 15:11:00
MT430PN56116;29/04/2014;14:35:53;EIVDuring;15:26:59;15:27:03;55619;55623;4;4;control2;55657;00:00:55;Boredom;Neutral;3;4;1;1;1;1;1;4;1;1;2;2;1;1;5;4;4;4/29/2014 15:27:00
MT430PN56116;29/04/2014;14:35:53;EIVDuring;15:42:35;15:42:38;56555;56558;5;5;control2;34586;00:00:34;Frustration;Neutral;3;3;1;3;1;1;1;3;1;1;1;3;1;1;5;3;3;4/29/2014 15:42:00
MT430PN56116;29/04/2014;14:35:53;EIVDuring;16:14:35;16:14:38;58475;58478;6;6;control2;119980;00:01:59;Boredom;Neutral;2;3;1;3;2;2;2;5;2;3;1;1;1;1;2;2;4;4/29/2014 16:14:00
MT430PN56116;29/04/2014;14:35:53;EIVEnd;16:33:30;16:33:34;59610;59614;7;7;control2;35510;00:00:35;Neutral;Neutral;2;3;1;2;2;1;1;4;1;1;1;2;1;1;4;3;3;4/29/2014 16:33:00
MT430PN56121;30/05/2014;12:00:16;EIVStart;12:04:29;12:04:30;43469;43470;1;1;control2;65312;00:01:05;Enjoyment;Neutral;4;4;3;1;1;1;1;1;1;1;1;3;1;2;3;3;5;5/30/2014 12:04:00
MT430PN56121;30/05/2014;12:00:16;EIVDuring;12:10:10;12:10:09;43810;43809;2;2;control2;34479;00:00:34;Enjoyment;Neutral;4;3;4;1;1;1;1;1;1;1;1;1;1;1;3;4;5;5/30/2014 12:10:00
MT430PN56121;30/05/2014;12:00:16;EIVDuring;12:30:38;12:30:39;45038;45039;3;3;control2;41126;00:00:41;Enjoyment;Neutral;5;3;3;1;1;1;1;1;1;1;1;1;1;3;3;4;5;5/30/2014 12:30:00
MT430PN56121;30/05/2014;12:00:16;EIVDuring;12:46:05;12:46:06;45965;45966;4;4;control2;29627;00:00:29;Enjoyment;Neutral;5;3;3;1;1;1;1;1;1;1;1;1;1;3;3;4;5;5/30/2014 12:46:00
MT430PN56121;30/05/2014;12:00:16;EIVDuring;13:17:25;13:17:25;47845;47845;5;5;control2;36891;00:00:36;Enjoyment;Neutral;5;3;3;1;1;1;1;1;1;1;1;1;1;3;3;4;5;5/30/2014 13:17:00
MT430PN56121;30/05/2014;12:00:16;EIVEnd;13:49:22;13:49:23;49762;49763;6;6;control2;37663;00:00:37;Boredom;Neutral;4;3;3;1;1;1;1;5;1;1;1;1;1;1;3;3;5;5/30/2014 13:49:00
MT430PN56122;06/06/2014;11:57:28;EIVStart;12:02:45;12:02:48;43365;43368;1;1;control2;96348;00:01:36;Neutral;Neutral;5;4;3;1;1;1;1;2;1;1;1;3;1;1;5;3;5;06/06/2014 12:02
MT430PN56122;06/06/2014;11:57:28;EIVDuring;12:10:52;12:10:55;43852;43855;2;2;control2;44433;00:00:44;Neutral;Neutral;3;4;3;1;1;1;1;1;1;1;1;3;1;1;5;5;5;06/06/2014 12:10
MT430PN56122;06/06/2014;11:57:28;EIVDuring;12:34:05;12:34:08;45245;45248;3;3;control2;162806;00:02:42;Neutral;Neutral;3;1;1;3;1;1;1;2;2;1;1;1;1;1;5;4;4;06/06/2014 12:34
MT430PN56122;06/06/2014;11:57:28;EIVDuring;12:50:10;12:50:13;46210;46213;4;4;control2;65556;00:01:05;Neutral;Neutral;3;3;3;3;1;1;1;3;1;1;1;1;1;2;5;4;4;06/06/2014 12:50
MT430PN56122;06/06/2014;11:57:28;EIVDuring;13:06:20;13:06:23;47180;47183;5;5;control2;56924;00:00:56;Boredom;Neutral;3;2;1;2;1;2;1;3;1;1;1;1;1;1;5;5;3;06/06/2014 13:06
MT430PN56122;06/06/2014;11:57:28;EIVDuring;13:38:56;13:38:59;49136;49139;6;6;control2;58055;00:00:58;Boredom;Neutral;1;2;3;4;1;1;1;5;1;1;5;1;1;1;5;4;4;06/06/2014 13:38
MT430PN56122;06/06/2014;11:57:28;EIVEnd;14:15:52;14:15:55;51352;51355;7;7;control2;63448;00:01:03;Enjoyment;Happiness;5;5;5;1;1;1;1;1;5;1;1;3;1;1;3;5;4;06/06/2014 14:15
MT430PN56123;12/06/2014;10:07:25;EIVStart;10:13:46;10:13:45;36826;36825;1;1;control2;99689;00:01:39;Contempt;Neutral;4;5;5;1;2;1;1;2;1;5;1;3;1;1;5;4;4;06/12/2014 10:13
MT430PN56123;12/06/2014;10:07:25;EIVDuring;10:22:00;10:21:59;37320;37319;2;2;control2;57304;00:00:57;Contempt;Neutral;4;5;4;1;2;1;1;2;2;4;1;4;1;1;4;4;4;06/12/2014 10:21
MT430PN56123;12/06/2014;10:07:25;EIVDuring;10:43:26;10:43:26;38606;38606;3;3;control2;76669;00:01:16;Neutral;Neutral;4;4;4;1;3;1;2;2;1;3;1;3;1;1;3;3;4;06/12/2014 10:43
MT430PN56123;12/06/2014;10:07:25;EIVDuring;11:01:25;11:01:25;39685;39685;4;4;control2;53626;00:00:53;Boredom;Neutral;3;4;4;1;2;1;1;3;1;3;1;3;1;1;3;4;4;06/12/2014 11:01
MT430PN56123;12/06/2014;10:07:25;EIVDuring;11:17:27;11:17:27;40647;40647;5;5;control2;61604;00:01:01;Anxiety;Neutral;3;4;4;2;3;1;1;1;1;3;1;3;1;1;3;4;4;06/12/2014 11:17
MT430PN56123;12/06/2014;10:07:25;EIVDuring;11:33:18;11:33:18;41598;41598;6;6;control2;50565;00:00:50;Neutral;Neutral;3;4;4;2;3;1;1;3;1;3;1;2;1;1;3;4;4;06/12/2014 11:33
MT430PN56123;12/06/2014;10:07:25;EIVDuring;11:54:10;11:54:08;42850;42848;7;7;control2;46620;00:00:46;Enjoyment;Neutral;4;4;4;1;3;1;1;2;1;4;1;2;1;1;4;4;4;06/12/2014 11:54
MT430PN56123;12/06/2014;10:07:25;EIVEnd;12:11:47;12:11:46;43907;43906;8;8;control2;41982;00:00:41;Hope;Neutral;4;4;4;1;3;1;1;1;1;4;1;1;1;2;4;4;4;06/12/2014 12:11
MT430PN56125;22/07/2014;14:22:15;EIVStart;14:27:36;14:27:34;52056;52054;1;1;hyper3;118163;00:01:58;Curiosity;Neutral;4;5;4;2;3;1;1;1;2;1;1;4;1;3;3;4;4;7/22/2014 14:27:00
MT430PN56125;22/07/2014;14:22:15;EIVDuring;14:34:42;14:34:39;52482;52479;2;2;hyper3;73460;00:01:13;Neutral;Neutral;3;3;3;2;3;1;1;2;1;1;1;3;1;1;3;3;3;7/22/2014 14:34:00
MT430PN56125;22/07/2014;14:22:15;EIVDuring;15:17:12;15:17:09;55032;55029;3;3;hyper3;58082;00:00:58;Curiosity;Neutral;3;3;3;3;3;1;2;2;2;2;1;4;1;3;3;4;4;7/22/2014 15:17:00
MT430PN56125;22/07/2014;14:22:15;EIVDuring;15:35:31;15:35:29;56131;56129;4;4;hyper3;41392;00:00:41;Neutral;Neutral;2;3;2;3;3;3;2;2;2;2;2;3;1;2;3;3;3;7/22/2014 15:35:00
MT430PN56125;22/07/2014;14:22:15;EIVDuring;16:07:04;16:07:01;58024;58021;5;5;hyper3;49441;00:00:49;Frustration;Neutral;1;2;1;5;4;2;3;3;3;3;3;3;2;1;2;3;3;7/22/2014 16:07:00
MT430PN56125;22/07/2014;14:22:15;EIVEnd;16:36:07;16:36:04;59767;59764;6;6;hyper3;40930;00:00:40;Neutral;Neutral;3;3;3;3;3;1;1;2;3;3;2;3;1;2;3;3;3;7/22/2014 16:36:00
MT430PN56129;22/08/2014;13:03:58;EIVStart;13:08:44;13:08:37;47324;47317;1;1;control2;78887;00:01:18;Boredom;Neutral;2;3;2;1;4;2;3;4;2;3;2;3;3;2;3;2;4;8/22/2014 13:08:00
MT430PN56129;22/08/2014;13:03:58;EIVDuring;13:15:40;13:15:33;47740;47733;2;2;control2;65381;00:01:05;Boredom;Neutral;1;3;1;3;3;4;2;5;2;2;2;3;2;2;2;4;2;8/22/2014 13:15:00
MT430PN56129;22/08/2014;13:03:58;EIVDuring;13:38:18;13:38:10;49098;49090;3;3;control2;44691;00:00:44;Boredom;Disgust;1;1;1;5;4;3;4;5;1;2;3;2;3;3;2;4;2;8/22/2014 13:38:00
MT430PN56129;22/08/2014;13:03:58;EIVDuring;14:13:05;14:12:58;51185;51178;4;4;control2;50721;00:00:50;Anxiety;Neutral;2;2;2;3;4;3;2;5;1;3;2;2;2;3;2;3;3;8/22/2014 14:12:00
MT430PN56129;22/08/2014;13:03:58;EIVDuring;14:28:58;14:28:50;52138;52130;5;5;control2;43176;00:00:43;Anxiety;Sadness;1;1;1;5;4;3;2;5;1;3;3;2;1;1;3;4;2;8/22/2014 14:28:00
MT430PN56129;22/08/2014;13:03:58;EIVDuring;14:45:05;14:44:58;53105;53098;6;6;control2;54713;00:00:54;Shame;Neutral;2;2;1;1;3;3;2;2;4;4;1;3;3;1;2;4;1;8/22/2014 14:44:00
MT430PN56129;22/08/2014;13:03:58;EIVEnd;15:03:40;15:03:33;54220;54213;7;7;control2;48222;00:00:48;Anxiety;Disgust;1;3;1;1;5;3;3;5;1;1;4;1;3;4;5;1;3;8/22/2014 15:03:00
MT430PN56133;19/09/2014;14:05:12;EIVStart;14:11:21;14:11:22;51081;51082;1;1;control2;124498;00:02:04;Curiosity;Neutral;3;5;3;1;1;1;1;1;1;1;1;5;1;1;4;5;5;9/19/2014 14:11:00
MT430PN56133;19/09/2014;14:05:12;EIVDuring;14:19:27;14:19:27;51567;51567;2;2;control2;90211;00:01:30;Curiosity;Neutral;4;5;3;1;1;1;1;1;1;1;1;5;1;1;4;5;5;9/19/2014 14:19:00
MT430PN56133;19/09/2014;14:05:12;EIVDuring;14:40:56;14:40:57;52856;52857;3;3;control2;76618;00:01:16;Curiosity;Surprise;5;5;3;1;1;1;1;1;4;1;1;5;1;4;2;5;5;9/19/2014 14:40:00
MT430PN56133;19/09/2014;14:05:12;EIVDuring;15:06:02;15:06:03;54362;54363;4;4;control2;605086;00:10:05;Curiosity;Surprise;4;5;3;1;1;1;1;1;4;1;1;5;1;4;1;5;4;9/19/2014 15:06:00
MT430PN56133;19/09/2014;14:05:12;EIVDuring;15:22:08;15:22:09;55328;55329;5;5;control2;48325;00:00:48;Curiosity;Surprise;4;5;3;1;1;1;1;1;4;1;1;4;1;4;1;5;4;9/19/2014 15:22:00
MT430PN56133;19/09/2014;14:05:12;EIVDuring;15:37:59;15:38:00;56279;56280;6;6;control2;49887;00:00:49;Curiosity;Surprise;4;4;3;1;1;1;1;1;3;1;1;4;1;4;1;5;4;9/19/2014 15:38:00
MT430PN56133;19/09/2014;14:05:12;EIVDuring;15:55:03;15:55:04;57303;57304;7;7;control2;124951;00:02:04;Neutral;Neutral;3;4;3;1;1;1;1;3;3;1;1;4;1;4;2;5;4;9/19/2014 15:55:00
